Measurement,Measurement Period,Conductance,Temperature,Sample ID,Plant Number,Trail,Treatment,Plant.Measurement,Sensor,Sensor,Leaf Sensor,Filter Sensor,Sensor,Sensor,Sensor,Sensor
3/18/2025 2:41 PM,Measurement 5,37.1,26.5,W74-2,W74,2,Wild,2,LPS4408,2402903,16.7,7.7,,,,
4/9/2025 12:46 PM,Measurement 6,35.0,28.6,C67-1,C67,2,Sterilized,1,LPS4408,2803000,15.8,7.0,,,,
4/9/2025 12:47 PM,Measurement 6,47.4,28.5,C67-2,C67,2,Sterilized,2,LPS4408,2803000,21.6,10.9,,,,
4/9/2025 12:48 PM,Measurement 6,69.8,28.3,W67-1,W67,2,Wild,1,LPS4408,2803000,28.1,14.4,,,,
4/9/2025 12:49 PM,Measurement 6,65.4,28.2,W67-2,W67,2,Wild,2,LPS4408,2803000,27.4,14.3,,,,
4/9/2025 12:50 PM,Measurement 6,49.2,28.3,P17-1,P17,2,Potted,1,LPS4408,2803000,22.1,11.1,,,,
4/9/2025 12:51 PM,Measurement 6,43.3,28.2,P17-2,P17,2,Potted,2,LPS4408,2803000,20.2,10.0,,,,
4/9/2025 12:52 PM,Measurement 6,87.6,27.9,C30-1,C30,1,Sterilized,1,LPS4408,2803000,32.0,16.3,,,,
4/9/2025 12:54 PM,Measurement 6,34.9,27.9,C30-2,C30,1,Sterilized,2,LPS4408,2803000,16.1,7.3,,,,
4/9/2025 12:54 PM,Measurement 6,31.8,28.0,W30-1,W30,1,Wild,1,LPS4408,2803000,15.4,7.2,,,,
4/9/2025 12:55 PM,Measurement 6,43.7,27.7,W30-2,W30,1,Wild,2,LPS4408,2803000,20.0,9.7,,,,
4/9/2025 12:57 PM,Measurement 6,138.4,27.5,P05-1,P05,2,Potted,1,LPS4408,2803000,39.6,19.9,,,,
4/9/2025 12:58 PM,Measurement 6,104.0,27.4,P05-2,P05,2,Potted,2,LPS4408,2803000,34.7,17.5,,,,
4/9/2025 12:59 PM,Measurement 6,68.9,27.0,C11-1,C11,1,Sterilized,1,LPS4408,2803000,27.6,13.9,,,,
4/9/2025 1:00 PM,Measurement 6,91.4,26.7,C11-2,C11,1,Sterilized,2,LPS4408,2803000,32.7,16.6,,,,
4/9/2025 1:01 PM,Measurement 6,42.6,26.7,W11-1,W11,1,Wild,1,LPS4408,2803000,18.7,8.5,,,,
4/9/2025 1:02 PM,Measurement 6,36.4,26.8,W11-2,W11,1,Wild,2,LPS4408,2803000,16.7,7.6,,,,
4/9/2025 1:03 PM,Measurement 6,127.2,26.9,P08-1,P08,2,Potted,1,LPS4408,2803000,38.4,19.5,,,,
4/9/2025 1:04 PM,Measurement 6,102.9,26.7,P08-2,P08,2,Potted,2,LPS4408,2803000,34.5,17.4,,,,
4/9/2025 1:06 PM,Measurement 6,36.1,26.9,C14-1,C14,1,Sterilized,1,LPS4408,2803000,16.9,7.9,,,,
4/9/2025 1:07 PM,Measurement 6,109.3,26.9,C14-2,C14,1,Sterilized,2,LPS4408,2803000,35.4,17.8,,,,
4/9/2025 1:08 PM,Measurement 6,66.2,26.7,W14-1,W14,1,Wild,1,LPS4408,2803000,27.3,14.0,,,,
4/9/2025 1:09 PM,Measurement 6,65.4,26.8,W14-2,W14,1,Wild,2,LPS4408,2803000,27.0,13.7,,,,
4/9/2025 1:10 PM,Measurement 6,69.5,27.1,P03-1,P03,2,Potted,1,LPS4408,2803000,27.4,13.6,,,,
4/9/2025 1:11 PM,Measurement 6,79.6,27.0,P03-2,P03,2,Potted,2,LPS4408,2803000,30.6,15.8,,,,
4/9/2025 1:13 PM,Measurement 6,71.3,27.2,C77-1,C77,2,Sterilized,1,LPS4408,2803000,28.7,14.9,,,,
4/9/2025 1:14 PM,Measurement 6,72.4,27.5,C77-2,C77,2,Sterilized,2,LPS4408,2803000,28.5,14.4,,,,
4/9/2025 1:15 PM,Measurement 6,74.6,27.6,W77-1,W77,2,Wild,1,LPS4408,2803000,29.1,14.8,,,,
4/9/2025 1:16 PM,Measurement 6,68.0,27.7,W77-2,W77,2,Wild,2,LPS4408,2803000,27.6,14.1,,,,
4/9/2025 1:17 PM,Measurement 6,108.7,27.8,P16-1,P16,2,Potted,1,LPS4408,2803000,35.6,18.1,,,,
4/9/2025 1:18 PM,Measurement 6,88.8,28.0,P16-2,P16,2,Potted,2,LPS4408,2803000,32.1,16.4,,,,
4/9/2025 1:20 PM,Measurement 6,63.8,27.9,C23-1,C23,1,Sterilized,1,LPS4408,2803000,26.4,13.3,,,,
4/9/2025 1:21 PM,Measurement 6,62.5,28.0,C23-2,C23,1,Sterilized,2,LPS4408,2803000,26.0,13.1,,,,
4/9/2025 1:22 PM,Measurement 6,86.3,27.9,W23-1,W23,1,Wild,1,LPS4408,2803000,31.7,16.2,,,,
4/9/2025 1:24 PM,Measurement 6,55.5,27.9,W23-2,W23,1,Wild,2,LPS4408,2803000,23.3,11.2,,,,
4/9/2025 1:31 PM,Measurement 6,72.8,30.9,P06-1,P06,2,Potted,1,LPS4408,2803000,28.3,14.2,,,,
4/9/2025 1:33 PM,Measurement 6,100.7,30.8,P06-2,P06,2,Potted,2,LPS4408,2803000,34.7,18.1,,,,
4/9/2025 1:34 PM,Measurement 6,119.8,30.3,C04-1,C04,1,Sterilized,1,LPS4408,2803000,38.3,20.4,,,,
4/9/2025 1:35 PM,Measurement 6,154.9,29.7,C04-2,C04,1,Sterilized,2,LPS4408,2803000,42.5,22.1,,,,
4/9/2025 1:36 PM,Measurement 6,79.2,29.7,W04-1,W04,1,Wild,1,LPS4408,2803000,30.1,15.3,,,,
4/9/2025 1:37 PM,Measurement 6,79.4,29.4,W04-2,W04,1,Wild,2,LPS4408,2803000,30.3,15.6,,,,
4/9/2025 1:38 PM,Measurement 6,150.6,29.0,P02-1,P02,2,Potted,1,LPS4408,2803000,42.2,22.2,,,,
4/9/2025 1:40 PM,Measurement 6,119.0,28.8,P02-2,P02,2,Potted,2,LPS4408,2803000,38.0,19.9,,,,
4/9/2025 1:41 PM,Measurement 6,148.1,28.8,C35-1,C35,1,Sterilized,1,LPS4408,2803000,42.1,22.2,,,,
4/9/2025 1:43 PM,Measurement 6,107.8,28.6,C35-2,C35,1,Sterilized,2,LPS4408,2803000,35.8,18.5,,,,
4/9/2025 1:45 PM,Measurement 6,38.2,28.8,W35-1,W35,1,Wild,1,LPS4408,2803000,18.3,9.0,,,,
4/9/2025 1:46 PM,Measurement 6,44.2,28.8,W35-2,W35,1,Wild,2,LPS4408,2803000,20.7,10.4,,,,
4/9/2025 1:47 PM,Measurement 6,47.9,28.9,P04-1,P04,2,Potted,1,LPS4408,2803000,22.0,11.2,,,,
4/9/2025 1:48 PM,Measurement 6,56.4,28.9,P04-2,P04,2,Potted,2,LPS4408,2803000,24.5,12.5,,,,
4/9/2025 1:50 PM,Measurement 6,109.1,28.6,C02-1,C02,1,Sterilized,1,LPS4408,2803000,35.8,18.3,,,,
4/9/2025 1:51 PM,Measurement 6,81.3,28.6,C02-2,C02,1,Sterilized,2,LPS4408,2803000,30.9,16.0,,,,
4/9/2025 1:52 PM,Measurement 6,43.7,28.6,W02-1,W02,1,Wild,1,LPS4408,2803000,20.8,10.7,,,,
4/9/2025 1:53 PM,Measurement 6,39.9,28.1,W02-2,W02,1,Wild,2,LPS4408,2803000,19.7,10.3,,,,
4/9/2025 1:56 PM,Measurement 6,105.7,28.1,P15-1,P15,2,Potted,1,LPS4408,2803000,35.0,17.7,,,,
4/9/2025 1:57 PM,Measurement 6,74.9,28.0,P15-2,P15,2,Potted,2,LPS4408,2803000,29.8,15.6,,,,
4/9/2025 1:59 PM,Measurement 6,284.5,28.1,C50-1,C50,2,Sterilized,1,LPS4408,2803000,54.2,29.7,,,,
4/9/2025 2:02 PM,Measurement 6,147.9,28.3,C50-2,C50,2,Sterilized,2,LPS4408,2803000,42.5,22.8,,,,
4/9/2025 2:04 PM,Measurement 6,62.1,28.5,W50-1,W50,2,Wild,1,LPS4408,2803000,26.3,13.5,,,,
4/9/2025 2:05 PM,Measurement 6,59.1,28.5,W50-2,W50,2,Wild,2,LPS4408,2803000,26.0,13.7,,,,
4/9/2025 2:06 PM,Measurement 6,43.4,28.6,C45-1,C45,1,Sterilized,1,LPS4408,2803000,20.9,10.8,,,,
4/9/2025 2:07 PM,Measurement 6,56.6,28.8,C45-2,C45,1,Sterilized,2,LPS4408,2803000,24.5,12.5,,,,
4/9/2025 2:08 PM,Measurement 6,147.4,28.6,W45-1,W45,1,Wild,1,LPS4408,2803000,41.6,21.7,,,,
4/9/2025 2:10 PM,Measurement 6,99.0,28.7,W45-2,W45,1,Wild,2,LPS4408,2803000,34.2,17.6,,,,
4/9/2025 2:11 PM,Measurement 6,119.7,29.0,C28-1,C28,1,Sterilized,1,LPS4408,2803000,38.6,20.6,,,,
4/9/2025 2:13 PM,Measurement 6,123.3,28.6,C28-2,C28,1,Sterilized,2,LPS4408,2803000,38.4,19.9,,,,
4/9/2025 2:14 PM,Measurement 6,173.4,28.7,W28-1,W28,1,Wild,1,LPS4408,2803000,44.1,22.6,,,,
4/9/2025 2:15 PM,Measurement 6,88.0,28.7,W28-2,W28,1,Wild,2,LPS4408,2803000,32.4,16.8,,,,
