,Isolate.ID,Project,Primary.ioslation.date,Date.Extracted.x,Date,Location,Current.Isolate.Status,Phytophthora.likely.x,Morphology,Species,Ready.to.Extract,Media,Backup.Location,Notes.x,Sample.Extraction.Number,Sample.Number..Soil.or.Tissue.,Secondary.Isolation.Number,Sample.Substrate,Priority,Date.Extracted.y,Extraction.Kit,Qubit..ng.ul.,Notes.y,PCR.Amplification.Date,Successful.Amplification.,Tentative.Results..Internal.NCBI.Oomcycete.including.voucher.blast.,Genus,Oomycete,Sample,Isolate Number,Collection.Date,iNat.User,url,place_guess,latitude,longitude,scientific_name,common_name,plant.health.condition,plant.symptom,Dieback.percent,site.type,site.area.disturbance.level,site.hydrology,site.location.description,slope.position,percent.of.plants..of.same.species..affected.within.sight....,regeneration.present.,soil.sample.number,Phytophthora.likely.y,Notes,Notes.Extra
81,FZJ054-1 Soil,Swordfern Soil Bait Isolates,4/8/25,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0143,FZJ054,1,Soil,,4/30/25,Prepman,1.8,,6/10/25,y,Pythium attrantheridium,Pythium,Oomycete,FZJ054,1 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262023034,"Morganmarsh Ln W, Seabeck, WA, US",47.55708,-122.88,Polystichum munitum,western sword fern,Good,Collapse of Some Fronds,35,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Riverbank,75,No there are not any new plants,seabeck site 3,,Fern 1,
82,FZJ054-2 Root,Swordfern Roots,,4/2/25,3/14/25,PDR Isolates/Swordfern Roots,secondary,,,"Unknown, low quality sequence",no,PARPHV8,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ054,2 Root,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262023034,"Morganmarsh Ln W, Seabeck, WA, US",47.55708,-122.88,Polystichum munitum,western sword fern,Good,Collapse of Some Fronds,35,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Riverbank,75,No there are not any new plants,seabeck site 3,,Fern 1,
83,FZJ055-1 Soil,Swordfern Soil Bait Isolates,,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0144,FZJ055,1,Soil,,4/30/25,Prepman,8.08,,6/10/25,y,Pythium attrantheridium,Pythium,Oomycete,FZJ055,1 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262023034,"Morganmarsh Ln W, Seabeck, WA, US",47.55708,-122.88,Polystichum munitum,western sword fern,Good,Collapse of Some Fronds,35,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Riverbank,75,No there are not any new plants,seabeck site 3,,Fern 2,
84,FZJ055-2 Soil,Swordfern Soil Bait Isolates,,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0145,FZJ055,2,Soil,,4/30/25,Prepman,9.05,,6/10/25,y,Pythium attrantheridium,Pythium,Oomycete,FZJ055,2 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262023034,"Morganmarsh Ln W, Seabeck, WA, US",47.55708,-122.88,Polystichum munitum,western sword fern,Good,Collapse of Some Fronds,35,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Riverbank,75,No there are not any new plants,seabeck site 3,,Fern 2,
85,FZJ056-1 Root,Swordfern Roots,,4/2/25,3/17/25,Clean oomycetes on V8,final,,,unknown,N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ056,1 Root,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262023034,"Morganmarsh Ln W, Seabeck, WA, US",47.55708,-122.88,Polystichum munitum,western sword fern,Good,Collapse of Some Fronds,35,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Riverbank,75,No there are not any new plants,seabeck site 3,,Fern 3,
86,FZJ056-1 Soil,Swordfern Soil Bait Isolates,4/9/25,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium debaryanum,yes,V8B,,,FHL0146,FZJ056,1,Soil,,4/30/25,Prepman,4.79,,6/10/25,y,Globisporangium debaryanum,Globisporangium,Oomycete,FZJ056,1 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262023034,"Morganmarsh Ln W, Seabeck, WA, US",47.55708,-122.88,Polystichum munitum,western sword fern,Good,Collapse of Some Fronds,35,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Riverbank,75,No there are not any new plants,seabeck site 3,,Fern 3,
87,FZJ056-2 Root,Swordfern Roots,,4/2/25,3/17/25,Clean oomycetes on V8,final,,,"Unknown, low quality sequence",N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ056,2 Root,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262023034,"Morganmarsh Ln W, Seabeck, WA, US",47.55708,-122.88,Polystichum munitum,western sword fern,Good,Collapse of Some Fronds,35,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Riverbank,75,No there are not any new plants,seabeck site 3,,Fern 3,
88,FZJ056-3 Root,Swordfern Roots,,,3/17/25,Clean oomycetes on V8,final,,,Mortierella,N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ056,3 Root,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262023034,"Morganmarsh Ln W, Seabeck, WA, US",47.55708,-122.88,Polystichum munitum,western sword fern,Good,Collapse of Some Fronds,35,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Riverbank,75,No there are not any new plants,seabeck site 3,,Fern 3,
89,FZJ057-1 Root,Swordfern Roots,,,3/17/25,PDR Isolates/Swordfern Roots,"growing, secondary",,,unknown,no,PARPHV8,,"second attempt at secondary isolation, first attempt had bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ057,1 Root,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262024701,"Morganmarsh Ln W, Seabeck, WA, US",47.55689,-122.88,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Riverbank,70,No there are not any new plants,seabeck site 4,,Fern 1,
90,FZJ057-1 Soil,Swordfern Soil Bait Isolates,4/10/25,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ057,1 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262024701,"Morganmarsh Ln W, Seabeck, WA, US",47.55689,-122.88,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Riverbank,70,No there are not any new plants,seabeck site 4,,Fern 1,
91,FZJ057-2 Root,Swordfern Roots,,,3/17/25,Clean oomycetes on V8,final,,,unknown,N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ057,2 Root,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262024701,"Morganmarsh Ln W, Seabeck, WA, US",47.55689,-122.88,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Riverbank,70,No there are not any new plants,seabeck site 4,,Fern 1,
92,FZJ058-1 Soil,Swordfern Soil Bait Isolates,,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Mortierella,yes,V8B,,,FHL0147,FZJ058,1,Soil,,4/30/25,Prepman,11.9,low quality sequence,6/10/25,y,,,,FZJ058,1 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262024701,"Morganmarsh Ln W, Seabeck, WA, US",47.55689,-122.88,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Riverbank,70,No there are not any new plants,seabeck site 4,,Fern 2,
93,FZJ059-1 Soil,Swordfern Soil Bait Isolates,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ059,1 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262024701,"Morganmarsh Ln W, Seabeck, WA, US",47.55689,-122.88,Polystichum munitum,western sword fern,Poor,Collapse of Some Fronds,60,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Riverbank,70,No there are not any new plants,seabeck site 4,,Fern 3,
94,FZJ060-1 Root,Swordfern Roots,,4/2/25,3/17/25,Clean oomycetes on V8,final,,,Mortierella,N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ060,1 Root,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262024825,"Morganmarsh Ln W, Seabeck, WA, US",47.55657,-122.88,Polystichum munitum,western sword fern,Poor,Multiple Symptoms (Please describe in Notes),75,Rural,"Low - fairly natural, not much development",Upland or well drained,Inside a forest canopy,Middle of a slope,80,No there are not any new plants,seabeck site 5,,Fern 1,
95,FZJ060-1 Soil,Swordfern Soil Bait Isolates,,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,Mortierella,yes,V8B,,,FHL0148,FZJ060,1,Soil,,4/30/25,Prepman,3.83,,5/20/25,y,,,Fungi,FZJ060,1 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262024825,"Morganmarsh Ln W, Seabeck, WA, US",47.55657,-122.88,Polystichum munitum,western sword fern,Poor,Multiple Symptoms (Please describe in Notes),75,Rural,"Low - fairly natural, not much development",Upland or well drained,Inside a forest canopy,Middle of a slope,80,No there are not any new plants,seabeck site 5,,Fern 1,
96,FZJ060-2 root,Swordfern Roots,,,3/17/25,Clean oomycetes on V8,final,,,unknown,N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ060,2 root,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262024825,"Morganmarsh Ln W, Seabeck, WA, US",47.55657,-122.88,Polystichum munitum,western sword fern,Poor,Multiple Symptoms (Please describe in Notes),75,Rural,"Low - fairly natural, not much development",Upland or well drained,Inside a forest canopy,Middle of a slope,80,No there are not any new plants,seabeck site 5,,Fern 1,
97,FZJ060-2 Soil,Swordfern Soil Bait Isolates,,,4/22/25,Soil Swordfern Isolates on PARPHV8,secondary,,,Mortierella,no,PARPHV8,,,FHL0241,FZJ060,2,Soil,,6/4/25,Prepman,0.677,,6/12/25,,,,Fungi,FZJ060,2 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262024825,"Morganmarsh Ln W, Seabeck, WA, US",47.55657,-122.88,Polystichum munitum,western sword fern,Poor,Multiple Symptoms (Please describe in Notes),75,Rural,"Low - fairly natural, not much development",Upland or well drained,Inside a forest canopy,Middle of a slope,80,No there are not any new plants,seabeck site 5,,Fern 1,
98,FZJ060-3 Root,Swordfern Roots,,4/30/25,3/17/25,Clean oomycetes on V8,final,,,unknown,N/A,V8,Clean oomycetes on V8,not enough mycelia growth to extract,,FZJ060,3,Root,Y,4/30/25,Prepman,NA,not enough mycelia growth to extract,,,,,,FZJ060,3 Root,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262024825,"Morganmarsh Ln W, Seabeck, WA, US",47.55657,-122.88,Polystichum munitum,western sword fern,Poor,Multiple Symptoms (Please describe in Notes),75,Rural,"Low - fairly natural, not much development",Upland or well drained,Inside a forest canopy,Middle of a slope,80,No there are not any new plants,seabeck site 5,,Fern 1,
99,FZJ060-3 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ060,3 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262024825,"Morganmarsh Ln W, Seabeck, WA, US",47.55657,-122.88,Polystichum munitum,western sword fern,Poor,Multiple Symptoms (Please describe in Notes),75,Rural,"Low - fairly natural, not much development",Upland or well drained,Inside a forest canopy,Middle of a slope,80,No there are not any new plants,seabeck site 5,,Fern 1,
100,FZJ061-1 Soil,Swordfern Soil Bait Isolates,4/10/25,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ061,1 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262024825,"Morganmarsh Ln W, Seabeck, WA, US",47.55657,-122.88,Polystichum munitum,western sword fern,Poor,Multiple Symptoms (Please describe in Notes),75,Rural,"Low - fairly natural, not much development",Upland or well drained,Inside a forest canopy,Middle of a slope,80,No there are not any new plants,seabeck site 5,,Fern 2,
101,FZJ063-1 Soil,Swordfern Soil Bait Isolates,,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0149,FZJ063,1,Soil,,4/30/25,Prepman,8.82,,6/10/25,y,Pythium attrantheridium,Pythium,Oomycete,FZJ063,1 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262172745,"Morganmarsh Ln W, Seabeck, WA, US",47.55661,-122.88,Polystichum munitum,western sword fern,Dead,Dead,100,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Middle of a slope,85,Yes there are new plants,seabeck site 6,,Fern 1,
102,FZJ065-1 Soil,Swordfern Soil Bait Isolates,,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium debaryanum,yes,V8B,,,FHL0150,FZJ065,1,Soil,,4/30/25,Prepman,4.41,,6/10/25,y,Globisporangium debaryanum,Globisporangium,Oomycete,FZJ065,1 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262172745,"Morganmarsh Ln W, Seabeck, WA, US",47.55661,-122.88,Polystichum munitum,western sword fern,Dead,Dead,100,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Middle of a slope,85,Yes there are new plants,seabeck site 6,,Fern 3,
103,FZJ066-1 Soil,Swordfern Soil Bait Isolates,,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,Phytophthora plurivora,yes,V8B,.,,FHL0151,FZJ066,1,Soil,,4/30/25,Prepman,0.919,,5/20/25,y,Phytophthora plurivora,Phytophthora,Oomycete,FZJ066,1 Soil,2/10/25,imontejano05,https://www.inaturalist.org/observations/261273420,"Four Hundred Sixty-Second Street East, Eatonville, WA, US",46.8485,-122.297,Polystichum munitum,western sword fern,Dead,Collapse of All Fronds,100,Rural,"Medium (moderately used trails, etc)",No Selection,No Selection,No selection,35,Yes there are new plants,"Mashel Falls, Site 1, Fern 1",,Dead,"***NOTE: While trying to download the iNat data ferns 2-3 didn't upload. I had to turn on the projecct again and the information was there, but once I uploaded it it all deleted so I am using Fern 1 conditions for all ferns like we would when just doing full site descriptions but using the photos to find dieback percetn"
104,FZJ066-2 Soil,Swordfern Soil Bait Isolates,,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,Phytophthora cactorum,yes,V8B,.,,FHL0152,FZJ066,2,Soil,,4/30/25,Prepman,1.54,,5/20/25,y,Phytophthora cactorum,Phytophthora,Oomycete,FZJ066,2 Soil,2/10/25,imontejano05,https://www.inaturalist.org/observations/261273420,"Four Hundred Sixty-Second Street East, Eatonville, WA, US",46.8485,-122.297,Polystichum munitum,western sword fern,Dead,Collapse of All Fronds,100,Rural,"Medium (moderately used trails, etc)",No Selection,No Selection,No selection,35,Yes there are new plants,"Mashel Falls, Site 1, Fern 1",,Dead,"***NOTE: While trying to download the iNat data ferns 2-3 didn't upload. I had to turn on the projecct again and the information was there, but once I uploaded it it all deleted so I am using Fern 1 conditions for all ferns like we would when just doing full site descriptions but using the photos to find dieback percetn"
105,FZJ067-1 Soil,Swordfern Soil Bait Isolates,,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0153,FZJ067,1,Soil,,4/30/25,Prepman,6.35,,6/10/25,y,Pythium attrantheridium,Pythium,Oomycete,FZJ067,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262595020,"SE 158th St, Issaquah, WA, US",47.46098487,-121.9876788,Polystichum munitum,western sword fern,Good,Browning fronds,2,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Top of slope,2,No there are not any new plants,Issaquah Site 1 Fern 1,,Healthy,
106,FZJ068-1 Root,Swordfern Roots,,4/30/25,3/17/25,Clean oomycetes on V8,final,,,Pythium attrantheridium,N/A,V8,Clean oomycetes on V8,,FHL0154,FZJ068,1,Root,Y,4/30/25,Prepman,5.91,,"5/8/2025, 5/16/25, 5/22/25",y,Pythium attrantheridium,Pythium,Oomycete,FZJ068,1 Root,2/21/25,imontejano05,https://www.inaturalist.org/observations/262595020,"SE 158th St, Issaquah, WA, US",47.46098487,-121.9876788,Polystichum munitum,western sword fern,Good,Browning fronds,2,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Top of slope,2,No there are not any new plants,Issaquah Site 1 Fern 2,,Healthy,
107,FZJ068-1 Soil,Swordfern Soil Bait Isolates,,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,unknown,yes,V8B,,not enough mycelia growth to extract,,FZJ068,1,Soil,,4/30/25,Prepman,NA,not enough mycelia growth to extract,,,,,,FZJ068,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262595020,"SE 158th St, Issaquah, WA, US",47.46098487,-121.9876788,Polystichum munitum,western sword fern,Good,Browning fronds,2,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Top of slope,2,No there are not any new plants,Issaquah Site 1 Fern 2,,Healthy,
108,FZJ068-2 Root,Swordfern Roots,,4/2/25,3/17/25,Clean oomycetes on V8,final,,,Mortierella,N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ068,2 Root,2/21/25,imontejano05,https://www.inaturalist.org/observations/262595020,"SE 158th St, Issaquah, WA, US",47.46098487,-121.9876788,Polystichum munitum,western sword fern,Good,Browning fronds,2,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Top of slope,2,No there are not any new plants,Issaquah Site 1 Fern 2,,Healthy,
109,FZJ068-3 Root,Swordfern Roots,,4/30/25,3/17/25,Clean oomycetes on V8,final,Y,,Mortierella,N/A,V8,Clean oomycetes on V8,,FHL0155,FZJ068,3,Root,Y,4/30/25,Prepman,5.51,,"5/8/2025, 5/16/25",y,,,Fungi,FZJ068,3 Root,2/21/25,imontejano05,https://www.inaturalist.org/observations/262595020,"SE 158th St, Issaquah, WA, US",47.46098487,-121.9876788,Polystichum munitum,western sword fern,Good,Browning fronds,2,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Top of slope,2,No there are not any new plants,Issaquah Site 1 Fern 2,,Healthy,
110,FZJ068-3 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Mortierella,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ068,3 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262595020,"SE 158th St, Issaquah, WA, US",47.46098487,-121.9876788,Polystichum munitum,western sword fern,Good,Browning fronds,2,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Top of slope,2,No there are not any new plants,Issaquah Site 1 Fern 2,,Healthy,
111,FZJ069-1 Soil,Swordfern Soil Bait Isolates,4/14/25,,4/22/25,Soil Swordfern Isolates on PARPHV8,secondary,Y,,Phytophthora pseudosyringae,no,PARPHV8,,,FHL0227,FZJ069,1,Soil,,6/4/25,Prepman,0.515,,6/12/25,y,Phytophthora pseudosyringae,Phytophthora,Oomycete,FZJ069,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262595020,"SE 158th St, Issaquah, WA, US",47.46098487,-121.9876788,Polystichum munitum,western sword fern,Good,Browning fronds,2,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Top of slope,2,No there are not any new plants,Issaquah Site 1 Fern 3,,Healthy,
112,FZJ070-1 Root,Swordfern Roots,,4/2/25,3/17/25,Clean oomycetes on V8,final,,,"Unknown, low quality sequence",N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ070,1 Root,2/21/25,imontejano05,https://www.inaturalist.org/observations/262597872,"SE 158th St, Issaquah, WA, US",47.46083457,-121.9877535,Polystichum munitum,western sword fern,Good,Healthy,0,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Middle of a slope,1,No there are not any new plants,Issaquah Site 2 Fern 1,Yes,Healthy,
113,FZJ070-1 Soil,Swordfern Soil Bait Isolates,,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,Phytophthora plurivora,yes,V8B,.,,FHL0156,FZJ070,1,Soil,,4/30/25,Prepman,1.85,,5/22/25,y,Phytophthora plurivora,Phytophthora,Oomycete,FZJ070,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262597872,"SE 158th St, Issaquah, WA, US",47.46083457,-121.9877535,Polystichum munitum,western sword fern,Good,Healthy,0,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Middle of a slope,1,No there are not any new plants,Issaquah Site 2 Fern 1,Yes,Healthy,
114,FZJ070-2 Root,Swordfern Roots,,4/2/25,3/17/25,Clean oomycetes on V8,final,,,Mortierella,N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ070,2 Root,2/21/25,imontejano05,https://www.inaturalist.org/observations/262597872,"SE 158th St, Issaquah, WA, US",47.46083457,-121.9877535,Polystichum munitum,western sword fern,Good,Healthy,0,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Middle of a slope,1,No there are not any new plants,Issaquah Site 2 Fern 1,Yes,Healthy,
115,FZJ070-2 Soil,Swordfern Soil Bait Isolates,,,4/22/25,Soil Swordfern Isolates on PARPHV8,secondary,,,unknown,no,PARPHV8,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ070,2 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262597872,"SE 158th St, Issaquah, WA, US",47.46083457,-121.9877535,Polystichum munitum,western sword fern,Good,Healthy,0,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Middle of a slope,1,No there are not any new plants,Issaquah Site 2 Fern 1,Yes,Healthy,
116,FZJ071-1 Soil,Swordfern Soil Bait Isolates,4/11/25,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 9,Pythium attrantheridium,yes,V8B,,,FHL0157,FZJ071,1,Soil,,4/30/25,Prepman,6.72,,6/10/25,y,Pythium attrantheridium,Pythium,Oomycete,FZJ071,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262597872,"SE 158th St, Issaquah, WA, US",47.46083457,-121.9877535,Polystichum munitum,western sword fern,Good,Healthy,0,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Middle of a slope,1,No there are not any new plants,Issaquah Site 2 Fern 2,,Healthy,
117,FZJ073-1 Root,Swordfern Roots,,4/30/25,3/17/25,Clean oomycetes on V8,final,,Group 29,Mortierella,N/A,V8,Clean oomycetes on V8,,FHL0158,FZJ073,1,Root,Y,4/30/25,Prepman,6.68,,"5/8/2025, 5/16/25",y,,,Fungi,FZJ073,1 Root,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 1,,"Dead/dying site, dying",
118,FZJ073-1 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 29,Mortierella,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ073,1 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 1,,"Dead/dying site, dying",
119,FZJ073-2 Root,Swordfern Roots,,,3/17/25,Clean oomycetes on V8,final,,Group 29,Mortierella,N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ073,2 Root,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 1,,"Dead/dying site, dying",
120,FZJ073-2 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,unknown,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ073,2 Soil,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 1,,"Dead/dying site, dying",
121,FZJ074-1 Root,Swordfern Roots,,,3/17/25,Clean oomycetes on V8,final,,,Elongisporangium anandrum ,N/A,V8,Clean oomycetes on V8,,FHL0159,FZJ074,1,Root,Y,4/30/25,Prepman,7.95,,"5/8/2025, 5/16/25, 5/22/25",y,Elongisporangium anandrum ,Elongisporangium,Oomycete,FZJ074,1 Root,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 2,,"Dead/dying site, dying",
122,FZJ074-1 Root,Swordfern Roots,,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Elongisporangium anandrum ,yes,V8B,,,FHL0159,FZJ074,1,Root,Y,4/30/25,Prepman,7.95,,"5/8/2025, 5/16/25, 5/22/25",y,Elongisporangium anandrum ,Elongisporangium,Oomycete,FZJ074,1 Root,2/21/25,imontejano05,https://www.inaturalist.org/observations/262600866,"SE 158th St, Issaquah, WA, US",47.4607238,-121.9878334,Polystichum munitum,western sword fern,Poor,Browning fronds,45,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Lower slope,45,No there are not any new plants,Issaquah Site 3 Fern 2,,"Dead/dying site, dying",
